Id,packedCAP
0with0,0.7973141778658374
0with1,0.5486354437692913
0with2,0.49217486328027543
0with3,0.34067982456140355
0with4,0.18169934640522875
0with5,0.5671153846153847
0with6,0.42770006487263823
0with7,0.5530216696883363
0with8,0.12747392579637606
0with9,0.3310893512851897
0with10,0.15104166666666669
0with11,0.6237263477396373
0with12,0.5313185712143462
0with13,0.4564395787392099
0with14,0.3030789406404275
0with15,0.09872746788730395
0with16,0.22682539682539682
0with17,0.37923369574231647
0with18,0.7448803827751196
0with19,0.5378326396101684
1with0,0.5348151323545172
1with1,0.6778913914374368
1with2,0.7654320987654321
1with3,0.19037178507766742
1with4,0.06925529519795033
1with5,0.48377709506741756
1with6,0.3535853509755426
1with7,0.6069881123839547
1with8,0.12969084282263632
1with9,0.3397619047619047
1with10,0.12230769230769231
1with11,0.676455233649252
1with12,0.600791689496229
1with13,0.5616170348458073
1with14,0.3085819187406732
1with15,0.17315719353830375
1with16,0.4538207388218446
1with17,0.32799291641553896
1with18,0.6949327694031725
1with19,0.4161490683229814
2with0,0.5984126984126985
2with1,0.49173880138120246
2with2,0.44790066502010956
2with3,0.2765498258622627
2with4,0.1003030303030303
2with5,0.5865789473684211
2with6,0.5069715640036179
2with7,0.5472777077399404
2with8,0.1621162533998783
2with9,0.5226676691729324
2with10,0.3018518518518518
2with11,0.6447816578457768
2with12,0.3759723164302793
2with13,0.4932416990640414
2with14,0.32009913790304084
2with15,0.247247801873515
2with16,0.2922077922077922
2with17,0.3849488142834059
2with18,0.7459317424323836
2with19,0.3900842945874002
3with0,0.43591466776950644
3with1,0.48353839143312827
3with2,0.35369983813926936
3with3,0.3053061224489796
3with4,0.09482758620689655
3with5,0.6316787787376023
3with6,0.3364138492578433
3with7,0.45392515500478936
3with8,0.1654009555344363
3with9,0.29534291704103016
3with10,0.21120589936379414
3with11,0.6123919237134218
3with12,0.4028646445070865
3with13,0.4379537778247455
3with14,0.30480619528060293
3with15,0.2547285000115189
3with16,0.3308736717827627
3with17,0.4097111480383518
3with18,0.7625854743666803
3with19,0.410080938276427
4with0,0.4235870451387692
4with1,0.41197697836967784
4with2,0.36640669732575604
4with3,0.2384382665126767
4with4,0.20627594627594625
4with5,0.5958754983794591
4with6,0.35238622372068135
4with7,0.5381334172974183
4with8,0.10024976412099135
4with9,0.2618778280542987
4with10,0.3533333333333334
4with11,0.5806170610651569
4with12,0.47207803245993835
4with13,0.4781893004115226
4with14,0.347295658024332
4with15,0.15336134453781514
4with16,0.1757246376811594
4with17,0.3930430065340551
4with18,0.7531629318394024
4with19,0.4692954397778959
5with0,0.6114870496105006
5with1,0.5108206204999756
5with2,0.44128340795007454
5with3,0.37298015560800774
5with4,0.1440524649479873
5with5,0.35217391304347817
5with6,0.4239377352709437
5with7,0.5702189861843903
5with8,0.18224007156031283
5with9,0.46524064171123003
5with10,0.06722222222222222
5with11,0.46672437480219187
5with12,0.4790067726055073
5with13,0.5498027613412227
5with14,0.2934161661893851
5with15,0.1799603174603175
5with16,0.4980952380952381
5with17,0.3755898228218994
5with18,0.7391637443947106
5with19,0.434375219621899
6with0,0.5880952380952381
6with1,0.5537797535564014
6with2,0.4626204987647113
6with3,0.49848780605359544
6with4,0.12087685976574866
6with5,0.4179894179894179
6with6,0.36489084785664366
6with7,0.48833696190826437
6with8,0.12774285103358815
6with9,0.4345238095238094
6with10,0.12655844155844154
6with11,0.5996337992415497
6with12,0.49387509811616964
6with13,0.5266081242159966
6with14,0.3326761928908654
6with15,0.1881921977573264
6with16,0.3108512020792722
6with17,0.3647279538915111
6with18,0.7713291266025643
6with19,0.3377587501632493
7with0,0.8232335810209372
7with1,0.4694952879937401
7with2,0.6386797742584059
7with3,0.18444063987542247
7with4,0.012987012987012986
7with5,0.5752380952380952
7with6,0.41070144419037236
7with7,0.597575542190844
7with8,0.12578259451904486
7with9,0.3409517973856209
7with10,0.1531822787141936
7with11,0.6098490312676674
7with12,0.4999739751176867
7with13,0.5639775463814899
7with14,0.3001709400606082
7with15,0.14919372186375685
7with16,0.3726190476190476
7with17,0.3113626534935464
7with18,0.6332630422002402
7with19,0.2973675479110261
8with0,0.563301282051282
8with1,0.27977568487144405
8with2,0.4921611721611724
8with3,0.34250797541238714
8with4,0.08516647531572905
8with5,0.5298412698412698
8with6,0.38002988687121037
8with7,0.5604973293493414
8with8,0.09576065874042598
8with9,0.36670908039329086
8with10,0.15935672514619884
8with11,0.6711879303283621
8with12,0.4025655230029095
8with13,0.5156199379830609
8with14,0.277839351664579
8with15,0.17584092625814374
8with16,0.2338583821733163
8with17,0.4251343894201037
8with18,0.754223986907645
8with19,0.4617715617715618
9with0,0.37619787619787626
9with1,0.4242840665678036
9with2,0.36617637579471246
9with3,0.24172128055689185
9with4,0.19032348804500704
9with5,0.5806049213943951
9with6,0.3788975764270325
9with7,0.492533055625728
9with8,0.12327791500657725
9with9,0.3410096670247046
9with10,0.18461829176114888
9with11,0.6194028542321058
9with12,0.6514790053635112
9with13,0.3709748727443828
9with14,0.3168422877794813
9with15,0.06711915535444947
9with16,0.30396825396825394
9with17,0.42569856803782924
9with18,0.7709788845270211
9with19,0.5806162157727012
