img_path,label
oregon_wildlife/black_bear/4d063e32c12569f794.jpg,1
oregon_wildlife/cougar/e669c94b531bfa881f.jpg,2
oregon_wildlife/raven/2b7eb5e14210f9b2c3.jpg,6
oregon_wildlife/raccoon/f6fd9bce49e4b5fb1c.jpg,5
oregon_wildlife/nutria/76e8d240dccd463a75.jpg,4
oregon_wildlife/virginia_opossum/8df4387c564d50ba50.jpg,9
oregon_wildlife/raven/410126f1b61e76c26e.jpg,6
oregon_wildlife/raccoon/9dd1b4ef2f91c510bf.jpg,5
oregon_wildlife/raccoon/4688356c03aba3e35a.jpg,5
oregon_wildlife/sea_lions/9580b1aa61bb956bac.jpg,8
oregon_wildlife/deer/3f55776ed5f87cd05b.jpg,3
oregon_wildlife/raven/fc659796db407afb8c.jpg,6
oregon_wildlife/red_fox/ccfdf12c85eed26ae5.jpg,7
oregon_wildlife/virginia_opossum/357c8c7885ab6532ea.jpg,9
oregon_wildlife/sea_lions/5a9e2ceca509361481.jpg,8
oregon_wildlife/deer/2692ec9c3f59d66ece.jpg,3
oregon_wildlife/deer/7cbc5bc9bd34d659c5.jpg,3
oregon_wildlife/bald_eagle/c577e0c10c1245c74b.PNG,0
oregon_wildlife/raccoon/673971d8a48b5eaf91.jpg,5
oregon_wildlife/bald_eagle/643387dfb1637bb0a1.jpg,0
oregon_wildlife/raven/aca4c284a7188f6c79.jpg,6
oregon_wildlife/red_fox/832e7987c419d8434c.jpg,7
oregon_wildlife/raven/4b36680e32fb84e676.jpg,6
oregon_wildlife/red_fox/d5cc2f391d103d9680.jpg,7
oregon_wildlife/virginia_opossum/0ec9de8aaf99c1b948.jpg,9
oregon_wildlife/bald_eagle/b0ee024aa2565daeb7.jpg,0
oregon_wildlife/cougar/80cf5e005f7d29af93.jpg,2
oregon_wildlife/nutria/6ad45f37ca8cd52e00.jpg,4
oregon_wildlife/black_bear/dba6c9018eb68b387a.jpg,1
oregon_wildlife/nutria/d1e9406070aa50a399.jpg,4
oregon_wildlife/nutria/b4948cafc2bd1444a6.jpg,4
oregon_wildlife/black_bear/d1162f37fba7263331.jpg,1
oregon_wildlife/nutria/f3e8c41ffa88b45b50.jpg,4
oregon_wildlife/deer/6ef042f764007ea942.jpg,3
oregon_wildlife/sea_lions/63553eb0208dd59244.jpg,8
oregon_wildlife/raccoon/85ef214536dcd4dd93.jpg,5
oregon_wildlife/cougar/342845d080c7cbc1c2.jpg,2
oregon_wildlife/virginia_opossum/38c20797fd3ad524a3.jpg,9
oregon_wildlife/raven/062c78bfbcf82dbe15.jpeg,6
oregon_wildlife/sea_lions/bc1c6090e2c0f3a9eb.jpg,8
oregon_wildlife/virginia_opossum/6b6094a30ae1c55192.jpg,9
oregon_wildlife/black_bear/0272f7973378b3eec7.jpg,1
oregon_wildlife/cougar/175cd1811995fc5e46.jpg,2
oregon_wildlife/raccoon/c231d31401b7f1abd5.jpg,5
oregon_wildlife/sea_lions/f0ef88f59ae0f7ec9d.jpg,8
oregon_wildlife/black_bear/ac4635c1dc76fae05c.jpg,1
oregon_wildlife/black_bear/d4dcbd0442ba622454.jpg,1
oregon_wildlife/raccoon/e1a1207a25108dc458.jpg,5
oregon_wildlife/nutria/bf0d0b7f9d0b5ba68a.jpg,4
oregon_wildlife/raccoon/e6094568cf8da9e281.jpg,5
oregon_wildlife/virginia_opossum/7f7fcfe3457db3a00d.jpg,9
oregon_wildlife/raccoon/bde3f32687d243b7ee.jpg,5
oregon_wildlife/raven/26504fc2dff58bf4f7.jpg,6
oregon_wildlife/sea_lions/4a1639c4888e6a36d1.jpg,8
oregon_wildlife/virginia_opossum/03dcca195c282356af.jpeg,9
oregon_wildlife/raven/3677698eac58717acb.jpg,6
oregon_wildlife/nutria/9637e97d1698379418.jpeg,4
oregon_wildlife/sea_lions/dc3d839bd9dcb943d3.jpg,8
oregon_wildlife/bald_eagle/a62f33a58036030608.jpg,0
oregon_wildlife/bald_eagle/1121285d46990d6f54.jpg,0
oregon_wildlife/red_fox/1fbe7da4325798f995.jpg,7
oregon_wildlife/red_fox/91e0d3fe03f0190c67.jpg,7
oregon_wildlife/cougar/aeed69460fa4ac7d70.jpg,2
oregon_wildlife/red_fox/2d7293ade28581d262.jpg,7
oregon_wildlife/black_bear/d6665bc46aa4194f0f.jpg,1
oregon_wildlife/virginia_opossum/33c5282a21c9e370be.jpg,9
oregon_wildlife/red_fox/73af13c21586a09106.jpg,7
oregon_wildlife/raccoon/313fd936f342fc16a7.jpg,5
oregon_wildlife/raccoon/f698e0eaa8efd0e929.png,5
oregon_wildlife/nutria/b88f1b6a31ef9fab83.jpg,4
oregon_wildlife/virginia_opossum/53c5ff6cd544a86c5b.jpg,9
oregon_wildlife/raccoon/555617a96090517500.jpg,5
oregon_wildlife/nutria/8d5e06e2693924f624.jpg,4
oregon_wildlife/nutria/b313d7efb9358b3ebe.jpg,4
oregon_wildlife/cougar/989b22dec1a2637b40.jpg,2
oregon_wildlife/virginia_opossum/0f793e628870dbed81.jpg,9
oregon_wildlife/sea_lions/a50237d5def5fc5e59.jpg,8
oregon_wildlife/raccoon/a5f4781d6684f3f864.jpg,5
oregon_wildlife/virginia_opossum/9bca042e406a7b2601.jpg,9
oregon_wildlife/raccoon/95f5c25558a311e1e9.jpg,5
oregon_wildlife/sea_lions/de532f49e1e19fdfcf.jpg,8
oregon_wildlife/black_bear/5617e4de718e0ad3d9.JPG,1
oregon_wildlife/sea_lions/e78f1d53375b5e8fd5.jpg,8
oregon_wildlife/bald_eagle/060ae23654b5eb141c.jpg,0
oregon_wildlife/red_fox/0f77da92664abb338d.JPG,7
oregon_wildlife/raven/0fa8f63651475abaff.jpg,6
oregon_wildlife/bald_eagle/e4365bf6f4e3edcbcb.jpg,0
oregon_wildlife/bald_eagle/9acb9249c825452e6e.jpg,0
oregon_wildlife/sea_lions/41bdd778a4da78a2e6.jpg,8
oregon_wildlife/bald_eagle/a090a1258f52c0dc0e.jpg,0
oregon_wildlife/sea_lions/d212c093bea65877ef.jpg,8
oregon_wildlife/nutria/d439875829fa1ad755.jpg,4
oregon_wildlife/bald_eagle/fbc187c0827cbaa09e.jpg,0
oregon_wildlife/cougar/62c00e7936e24d88c5.jpg,2
oregon_wildlife/deer/1b5083e035940b9841.jpg,3
oregon_wildlife/bald_eagle/f33d7dbf0651deace7.jpg,0
oregon_wildlife/raccoon/a8b0a042a0be31fac7.jpg,5
oregon_wildlife/raven/9d4ea892f3951e7adc.jpg,6
oregon_wildlife/raven/112f2264213995ff61.jpg,6
oregon_wildlife/bald_eagle/549ad3ddd782b9c5e9.jpg,0
oregon_wildlife/nutria/9b6bbdcb91f5446ef9.png,4
oregon_wildlife/black_bear/adb03a9ce01ef36d5a.png,1
oregon_wildlife/cougar/df915c14400682e428.JPG,2
oregon_wildlife/black_bear/5fc5e54db663d6dd8c.jpg,1
oregon_wildlife/raccoon/1dd9d3c9c0beba487f.jpg,5
oregon_wildlife/raccoon/aa685954007b637048.jpg,5
oregon_wildlife/sea_lions/233484d8dfcf2a2ccc.jpg,8
oregon_wildlife/raven/c59e992a75733afe96.jpg,6
oregon_wildlife/cougar/3cf9a7ca4ce26a6e87.jpg,2
oregon_wildlife/raven/2d88019abd0ec48e53.png,6
oregon_wildlife/bald_eagle/8ee9ec9510fe264c4a.jpg,0
oregon_wildlife/deer/84e869e177e341217c.jpg,3
oregon_wildlife/virginia_opossum/0ada38491987e4c789.jpg,9
oregon_wildlife/bald_eagle/5e211581b04733bdff.jpg,0
oregon_wildlife/bald_eagle/508fa6c79a91152c2f.jpg,0
oregon_wildlife/nutria/3f1d455a2b0570149c.jpg,4
oregon_wildlife/black_bear/e5125466d6f2c69b91.jpg,1
oregon_wildlife/raven/e689900c94f6816c53.jpg,6
oregon_wildlife/red_fox/10cde176920a9669a4.jpg,7
oregon_wildlife/cougar/fbd145de26f39fce9d.jpg,2
oregon_wildlife/bald_eagle/b505c257e0ab8981c5.png,0
oregon_wildlife/raccoon/39128adff67f0b00f3.jpg,5
oregon_wildlife/black_bear/42eb5e66589e0f9a29.jpg,1
oregon_wildlife/bald_eagle/955eaf131ee1d7b31e.jpg,0
oregon_wildlife/raven/2b4c71acdf040bedec.jpg,6
oregon_wildlife/cougar/3c54a73b3a1e66cd09.jpg,2
oregon_wildlife/raccoon/758758a77c875ef81d.jpg,5
oregon_wildlife/virginia_opossum/4f786fcbc864306b74.jpg,9
