user_id,avg_score
0,0.0075
1,0.7805
2,0.0105
3,0.033
4,0.018
5,0.12
6,0.0155
7,0.016
8,0.012
9,0.2355
10,0.5005
11,0.0065
12,0.0285
13,0.011
14,0.185
15,0.0115
16,0.0325
17,0.005
18,0.017
19,0.0195
20,0.0125
21,0.1185
22,0.026
23,0.02
24,0.026
25,0.0115
26,0.8385
27,0.016
28,0.1665
29,0.005
30,0.1245
31,0.027
32,0.502
33,0.011
34,0.1805
35,0.0345
36,0.007
37,0.0145
38,0.027
39,0.0105
40,0.6005
41,0.0065
42,1.0
43,0.005
44,0.55
45,0.047
46,0.023
47,0.0075
48,0.012
49,0.0045
50,0.1845
51,0.017
52,1.0
53,0.082
54,0.0335
55,0.02
56,0.435
57,0.0025
58,0.0225
59,0.425
60,0.084
61,0.0395
62,0.016
63,0.028
64,0.036
65,0.0105
66,0.0435
67,0.0145
68,0.128
69,0.008
70,0.041
71,0.0505
72,0.012
73,0.2945
74,0.016
75,0.054
76,0.025
77,0.0305
78,0.378
79,0.019
80,1.0
81,0.197
82,0.074
83,0.166
84,0.2605
85,0.0045
86,0.0335
87,0.1265
88,0.148
89,0.0045
90,0.2075
91,0.2765
92,0.021
93,0.2905
94,0.0065
95,0.0925
96,0.256
97,0.048
98,0.041
99,0.007
100,0.18
101,0.0065
102,0.01
103,0.0055
104,0.012
105,0.186
106,0.0455
107,0.0745
108,0.0085
109,0.0925
110,0.033
111,0.014
112,0.0325
113,0.0145
114,0.007
115,0.062
116,0.0045
117,0.0125
118,0.004
119,0.0125
120,0.055
121,0.0935
122,0.056
123,0.1185
124,0.7595
125,0.005
126,0.0455
127,0.0045
128,0.775
129,0.0215
130,0.2525
131,0.0045
132,1.0
133,0.0115
134,0.1145
135,0.0075
136,0.02
137,0.0135
138,0.005
139,0.0035
140,0.0645
141,0.01
142,0.0085
143,0.021
144,0.251
145,0.387
146,0.3345
147,0.007
148,0.244
149,0.546
150,0.0045
151,0.026
152,0.0215
153,0.008
154,0.004
155,0.0895
156,0.01
157,0.0065
158,0.0585
159,0.0035
160,0.0075
161,0.0825
162,0.0375
163,0.016
164,0.016
165,0.017
166,0.1705
167,0.0955
168,0.0085
169,0.011
170,0.0215
171,0.038
172,0.4215
173,0.009
174,0.068
175,1.0
176,0.0085
177,0.7775
178,0.0105
179,0.1075
180,0.045
181,0.0235
182,0.0755
183,0.0105
184,0.01
185,0.016
186,0.025
187,0.112
188,0.047
189,0.0565
190,0.0235
191,0.078
192,0.021
193,0.005
194,0.43
195,0.073
196,1.0
197,0.166
198,0.269
199,0.0055
200,0.1275
201,0.021
202,0.0045
203,0.007
204,0.1105
205,0.024
206,0.0185
207,0.0035
208,0.005
209,0.3755
210,0.007
211,0.0065
212,0.04
213,0.0045
214,0.4685
215,0.018
216,1.0
217,0.0095
218,0.012
219,0.5475
220,0.0035
221,0.051
222,0.5485
223,0.0385
224,0.015
225,0.0425
226,0.0785
227,0.0105
228,0.015
229,0.01
230,0.0165
231,0.007
232,0.0155
233,0.6735
234,0.006
235,0.032
236,0.032
237,0.199
238,0.0095
239,0.0465
240,0.043
241,0.0245
242,0.3035
243,0.011
244,0.0245
245,0.0085
246,0.0045
247,0.077
248,0.011
249,0.59
250,0.2695
251,0.0365
252,0.01
253,0.0235
254,0.0385
255,0.0915
256,0.0415
257,0.3725
258,0.005
259,0.009
260,0.03
261,0.0055
262,0.0685
263,0.01
264,0.0065
265,0.006
266,0.026
267,0.0625
268,0.0145
269,0.189
270,0.007
271,0.5595
272,0.068
273,0.049
274,0.013
275,0.033
276,0.4735
277,1.0
278,0.0115
279,0.1295
280,0.0435
281,0.037
282,0.027
283,0.0155
284,0.1315
285,0.1675
286,0.0055
287,1.0
288,0.1505
289,0.022
290,0.124
291,0.053
292,0.0645
293,0.562
294,0.169
295,0.068
296,0.0045
297,0.0475
298,0.0055
299,0.0555
300,0.0705
301,0.02
302,0.043
303,0.013
304,0.107
305,0.0105
306,0.0135
307,0.025
308,0.0095
309,0.1535
310,0.027
311,0.0095
312,0.0175
313,0.054
314,0.0085
315,0.5165
316,0.013
317,0.009
318,0.026
319,0.0245
320,0.017
321,0.0145
322,0.0235
323,0.009
324,0.0245
325,1.0
326,0.033
327,0.004
328,1.0
329,1.0
330,0.007
331,0.004
332,1.0
333,0.0055
334,0.0905
335,0.1725
336,0.012
337,0.009
338,0.027
339,0.0465
340,0.0795
341,0.0085
342,0.501
343,0.036
344,0.044
345,0.1525
346,0.0045
347,1.0
348,0.005
349,0.0175
350,0.007
351,0.119
352,0.8685
353,0.024
354,0.0275
355,0.039
356,0.0185
357,0.0055
358,0.3225
359,0.1155
360,0.109
361,0.015
362,0.228
363,0.008
364,0.642
365,0.011
366,0.0045
367,0.0255
368,0.0055
369,0.004
370,0.044
371,0.0225
372,0.0525
373,0.0205
374,0.018
375,0.035
376,0.0045
377,0.09
378,0.018
379,0.13
380,0.004
381,0.0655
382,0.0315
383,0.0045
384,0.011
385,0.0795
386,0.013
387,0.047
388,0.016
389,0.035
390,0.426
391,1.0
392,0.646
393,0.058
394,0.008
395,1.0
396,0.0025
397,0.0105
398,0.0395
399,0.3605
400,0.427
401,0.3555
402,0.0095
403,0.0205
404,0.0025
405,0.097
406,0.0815
407,1.0
408,0.0505
409,0.1315
410,0.019
411,0.01
412,1.0
413,0.0465
414,0.0045
415,0.0165
416,0.015
417,0.0165
418,0.0255
419,0.0085
420,0.008
421,0.051
422,0.0205
423,0.0135
424,0.011
425,0.0135
426,0.0095
427,0.097
428,1.0
429,0.042
430,0.006
431,0.0165
432,0.0285
433,1.0
434,0.0095
435,0.02
436,0.017
437,0.009
438,0.008
439,1.0
440,0.0045
441,0.4435
442,0.5785
443,1.0
444,0.016
445,0.0115
446,0.0085
447,0.0075
448,0.027
449,0.1375
450,0.436
451,0.0085
452,0.0365
453,0.0235
454,0.015
455,0.0115
456,0.004
457,0.823
458,0.055
459,0.348
460,0.0035
461,0.006
462,0.1025
463,0.117
464,0.011
465,0.0085
466,0.0415
467,1.0
468,0.114
469,0.02
470,0.057
471,0.0635
472,0.0265
473,0.0185
474,0.0435
475,0.0635
476,0.01
477,0.3895
478,0.0225
479,0.037
480,0.068
481,0.0085
482,0.062
483,0.193
484,0.0365
485,0.0065
486,0.053
487,0.059
488,1.0
489,0.262
490,0.052
491,1.0
492,0.009
493,0.2095
494,0.017
495,0.308
496,0.732
497,0.0385
498,0.0115
499,0.0205
500,0.069
501,0.022
502,0.071
503,0.3185
504,0.053
505,0.069
506,0.005
507,0.019
508,0.014
509,1.0
510,0.18
511,0.0085
512,0.021
513,0.0075
514,0.0235
515,0.0095
516,0.018
517,0.674
518,0.008
519,0.011
520,0.0075
521,0.0285
522,0.0105
523,0.0375
524,0.8215
