img_path,label
oregon_wildlife/cougar/1ecf08570a67a0c8c6.jpg,2
oregon_wildlife/raccoon/846696e1442c00afdd.jpg,5
oregon_wildlife/red_fox/ad47f991021e523c94.jpg,7
oregon_wildlife/deer/4f09a48cba53b6bac2.jpg,3
oregon_wildlife/sea_lions/874f441e074814ac55.jpeg,8
oregon_wildlife/virginia_opossum/93b3a3207d26816693.jpg,9
oregon_wildlife/red_fox/7c170d234de6a78aee.jpg,7
oregon_wildlife/virginia_opossum/b9a771d3fbe993c657.jpg,9
oregon_wildlife/virginia_opossum/357c8c7885ab6532ea.jpg,9
oregon_wildlife/cougar/2faf2605864795ca45.jpg,2
oregon_wildlife/bald_eagle/ca4a7e9ea5c0c2bdf6.jpg,0
oregon_wildlife/red_fox/30bddb4e6f05d629ab.jpg,7
oregon_wildlife/sea_lions/b6d20bbe814f6cde1c.jpg,8
oregon_wildlife/bald_eagle/af3c7d1a15886a1b31.jpg,0
oregon_wildlife/cougar/c9093b8e95cc1eeab1.jpg,2
oregon_wildlife/deer/60c03d7050f264f322.jpg,3
oregon_wildlife/black_bear/f6b06a4f3b58d16bfa.png,1
oregon_wildlife/cougar/c028815f898e11a7f0.jpg,2
oregon_wildlife/virginia_opossum/59a98bcbfd875627ec.jpg,9
oregon_wildlife/deer/631a896289aa61f677.jpeg,3
oregon_wildlife/virginia_opossum/f887bed19b78cc4cd5.jpg,9
oregon_wildlife/virginia_opossum/065da1793fa22d8ad4.jpg,9
oregon_wildlife/sea_lions/c39d7510caf1a84208.jpg,8
oregon_wildlife/raccoon/a6c96ced6bb0e6b180.jpg,5
oregon_wildlife/nutria/89a03a040acffbcae8.jpg,4
oregon_wildlife/deer/0d6b76ec4fc7c05b1f.jpg,3
oregon_wildlife/bald_eagle/541c7a965b9890b249.jpg,0
oregon_wildlife/deer/d8a8a226d355f31837.jpg,3
oregon_wildlife/deer/8d140bdddb0f656db1.jpg,3
oregon_wildlife/raven/19fcd5af5666438faf.jpg,6
oregon_wildlife/red_fox/f9646853746325cbb0.jpg,7
oregon_wildlife/deer/aed3d121d85af7b8ad.jpg,3
oregon_wildlife/bald_eagle/a7ca8513ec7e11ff11.jpg,0
oregon_wildlife/bald_eagle/186b687119c32d6d55.jpg,0
oregon_wildlife/raven/b2ab17baadbf881496.jpg,6
oregon_wildlife/black_bear/03ba76987721dc8d92.jpg,1
oregon_wildlife/virginia_opossum/34695ec2a4eaddad9b.JPG,9
oregon_wildlife/raven/37b260a15f9ba5ac2c.jpg,6
oregon_wildlife/red_fox/f9b84242737dd86616.jpg,7
oregon_wildlife/red_fox/e9e24817404ea09f43.jpg,7
oregon_wildlife/red_fox/83f75e41cc5eb20694.jpg,7
oregon_wildlife/black_bear/4664fb4676812aa3b1.jpg,1
oregon_wildlife/cougar/e65733cfbc54d70f53.jpg,2
oregon_wildlife/sea_lions/a4bf431d9baf345fdf.png,8
oregon_wildlife/cougar/7a67b668e29d2a46d8.jpg,2
oregon_wildlife/black_bear/aa713f1a560c600eab.png,1
oregon_wildlife/red_fox/94e2d883115b4ed209.jpg,7
oregon_wildlife/virginia_opossum/1c0a38f3b8ee4ee242.jpg,9
oregon_wildlife/sea_lions/dc3d839bd9dcb943d3.jpg,8
oregon_wildlife/virginia_opossum/172af5893869ad4a12.jpg,9
oregon_wildlife/raccoon/27ab1b98747226c560.jpg,5
oregon_wildlife/sea_lions/6cbe60b3e004148fd5.png,8
oregon_wildlife/red_fox/febed561e0646fa77c.png,7
oregon_wildlife/deer/db2c177a5b3004a6df.jpg,3
oregon_wildlife/nutria/2889ef1de267334196.jpg,4
oregon_wildlife/bald_eagle/fd27118f3ca9439962.jpg,0
oregon_wildlife/sea_lions/cb02b8bdd96718b5ab.jpg,8
oregon_wildlife/cougar/8951d92e6056004bc4.jpg,2
oregon_wildlife/sea_lions/d70545b17cf1de25af.jpg,8
oregon_wildlife/deer/b434645e4896f4644c.jpg,3
oregon_wildlife/virginia_opossum/3f5bcd532279e8c54b.JPG,9
oregon_wildlife/black_bear/5cf71bfadc39520e8b.jpg,1
oregon_wildlife/raccoon/246913ad70cdf1a772.jpg,5
oregon_wildlife/nutria/f3e8c41ffa88b45b50.jpg,4
oregon_wildlife/raccoon/fcd38831b658764fe6.png,5
oregon_wildlife/raccoon/62ae7c10c548ac84a0.jpg,5
oregon_wildlife/raven/2873903496b6800981.jpg,6
oregon_wildlife/cougar/41af0c9ef6e1930373.jpg,2
oregon_wildlife/deer/ea565cd50bfe2afdc3.jpg,3
oregon_wildlife/sea_lions/ca65bc4128c7223b5d.jpg,8
oregon_wildlife/deer/3a670b89d7c22617ed.jpg,3
oregon_wildlife/sea_lions/c73e955732a46743c5.jpg,8
oregon_wildlife/sea_lions/e8dff95b4b3f2d6844.jpg,8
oregon_wildlife/bald_eagle/b67dbbb0bdd9e21701.jpg,0
oregon_wildlife/virginia_opossum/de197f310cc213974d.jpg,9
oregon_wildlife/virginia_opossum/894d31289ee0ebe908.jpg,9
oregon_wildlife/cougar/1aa65838daceace703.jpg,2
oregon_wildlife/deer/8b7f3c15a870dc5840.jpg,3
oregon_wildlife/sea_lions/a09f1739f639081f97.jpg,8
oregon_wildlife/red_fox/bfa9150fdf03e746cd.jpg,7
oregon_wildlife/sea_lions/a4b9aea5653d40d528.jpg,8
oregon_wildlife/deer/7e86fd915c5aa8867d.jpg,3
oregon_wildlife/cougar/25f7c1bb58fcec540f.jpg,2
oregon_wildlife/red_fox/f9176fa0b9cbff2936.JPG,7
oregon_wildlife/deer/1660099fbf5faadf56.jpg,3
oregon_wildlife/red_fox/7fea3e0dab08dcb1ac.jpg,7
oregon_wildlife/raven/ae50d205ef68390adb.jpg,6
oregon_wildlife/raven/c2b3148031c845d0bd.jpg,6
oregon_wildlife/nutria/1a573ffb2fd6c577f9.jpg,4
oregon_wildlife/deer/ecc2b2e8d75fae35bc.jpg,3
oregon_wildlife/sea_lions/82afa315de1cd90ee9.jpg,8
oregon_wildlife/nutria/604228ed98bc4fed1b.jpg,4
oregon_wildlife/cougar/fb98e4e7c0e8f699d9.jpg,2
oregon_wildlife/virginia_opossum/b8370437d9032a6f0e.jpg,9
oregon_wildlife/bald_eagle/7740fc8a27e2fa9032.jpg,0
oregon_wildlife/raven/14bc291e14cbb034a0.jpg,6
oregon_wildlife/sea_lions/ee41da46ae9bd7c1ea.jpg,8
oregon_wildlife/black_bear/b8ddd7fc27804630c5.PNG,1
oregon_wildlife/raven/0a8daead0dabb910d3.jpg,6
oregon_wildlife/sea_lions/937bae3b187904ca8e.png,8
oregon_wildlife/black_bear/c49461f811a392a4c3.jpg,1
oregon_wildlife/bald_eagle/fc85fbb65a4915109b.jpg,0
oregon_wildlife/red_fox/3730401727bddd11c8.jpg,7
oregon_wildlife/deer/cc16eac2680e0b5477.jpg,3
oregon_wildlife/sea_lions/25d0a67e68a05a9f5a.jpg,8
oregon_wildlife/red_fox/113637aa97a1254f4c.jpg,7
oregon_wildlife/nutria/fc8d6cde7b0109298b.jpg,4
oregon_wildlife/virginia_opossum/df0f5354f113490f27.jpg,9
oregon_wildlife/black_bear/b191cbb3192150185e.jpg,1
oregon_wildlife/nutria/10778c74ca71372a6d.jpg,4
oregon_wildlife/deer/83bf4404f3d3abcdd5.JPG,3
oregon_wildlife/bald_eagle/9c6397216e17f3d7e4.jpg,0
oregon_wildlife/raccoon/cbfa07bc5475639f05.jpg,5
oregon_wildlife/deer/8658a763f85d47a71e.JPG,3
oregon_wildlife/raven/8992f0b667b34b24b2.jpg,6
oregon_wildlife/sea_lions/2f65efafc54d9bfc0b.jpg,8
oregon_wildlife/black_bear/2d079aa4d309d9228f.jpg,1
oregon_wildlife/deer/441bb291c431bce6d0.jpg,3
oregon_wildlife/black_bear/53bc8dd1db5a1e4541.jpg,1
oregon_wildlife/virginia_opossum/3ad9502698871fa936.jpg,9
oregon_wildlife/cougar/e669c94b531bfa881f.jpg,2
oregon_wildlife/black_bear/13a7043bef455a2150.jpg,1
oregon_wildlife/nutria/0d0f255204696b166d.jpg,4
oregon_wildlife/nutria/7072eb84b7e2e1edec.jpg,4
oregon_wildlife/red_fox/a607c30f88f998ff29.jpg,7
oregon_wildlife/deer/ea3800d9e22ddf5fa0.jpg,3
oregon_wildlife/deer/5f236fdf621c81ec12.jpg,3
oregon_wildlife/raccoon/3d623eeb99ad1967c1.jpg,5
oregon_wildlife/bald_eagle/db0bcc457d74fb7d81.jpg,0
oregon_wildlife/sea_lions/d58a3a4a3d64a62618.jpg,8
oregon_wildlife/bald_eagle/97d6fab6087000fb3a.jpg,0
oregon_wildlife/red_fox/57389a687786274de2.jpg,7
oregon_wildlife/bald_eagle/a41fbe7200c6695dea.jpg,0
oregon_wildlife/bald_eagle/2bff93fc55aefcbd9e.jpg,0
oregon_wildlife/black_bear/3917f05960bee5eb8a.jpg,1
oregon_wildlife/raven/b08b8ba3b1aee9d093.jpg,6
oregon_wildlife/deer/ae28325b18b08b618a.png,3
oregon_wildlife/virginia_opossum/beb8f362dc5cbcd23a.jpg,9
oregon_wildlife/raven/e8a1e5d0901f9d8cf4.jpg,6
oregon_wildlife/black_bear/34fff11dba59020d73.jpg,1
oregon_wildlife/black_bear/ac592c0123b4f649cc.jpg,1
oregon_wildlife/raccoon/c55b16a5e5a7acc256.jpg,5
oregon_wildlife/red_fox/3c745c3612927bc7ad.jpg,7
oregon_wildlife/black_bear/94a910fcbc0493b5ec.jpg,1
oregon_wildlife/virginia_opossum/825aa283776706a871.jpeg,9
oregon_wildlife/deer/34c78cf469c10c44fb.jpg,3
oregon_wildlife/sea_lions/ae042d907c271094e9.jpeg,8
oregon_wildlife/red_fox/844ac7858a0a056570.jpg,7
oregon_wildlife/virginia_opossum/ef2e81168ca5a40c8f.jpg,9
oregon_wildlife/nutria/cfd89b297feedccbd8.jpg,4
oregon_wildlife/red_fox/13f90a98838cdae12d.jpg,7
oregon_wildlife/sea_lions/253e933da66f1f7936.jpg,8
oregon_wildlife/cougar/e69dad9a4716bec3b6.jpg,2
oregon_wildlife/sea_lions/b1750f8bf852068405.jpg,8
oregon_wildlife/deer/8a8531c30d3a5f8636.jpg,3
oregon_wildlife/virginia_opossum/a62a4520e8d65b0211.jpg,9
oregon_wildlife/sea_lions/3f85b5fe6cfe70c84f.jpg,8
oregon_wildlife/cougar/db0adb1080d29eb6f2.jpg,2
oregon_wildlife/bald_eagle/42957be7c5c489963f.jpg,0
oregon_wildlife/cougar/9d74cbf2446b6d1b1a.jpg,2
oregon_wildlife/bald_eagle/ca9396b70044faa488.jpeg,0
oregon_wildlife/sea_lions/c973e3fc37d0b2e34b.jpg,8
oregon_wildlife/raccoon/15d5c64e97c592d8d5.jpg,5
oregon_wildlife/black_bear/e3a40926af13bf2ee1.jpg,1
oregon_wildlife/sea_lions/1c4f9a866317b8e9f1.jpg,8
oregon_wildlife/bald_eagle/1a56022b2e142b9b63.jpg,0
oregon_wildlife/cougar/8e78e44ce03f479734.jpg,2
oregon_wildlife/red_fox/8594831a559294fc55.jpg,7
oregon_wildlife/sea_lions/ed1fd0fa136b917125.jpg,8
oregon_wildlife/deer/27d0d1a913265b2ed5.jpg,3
oregon_wildlife/raccoon/953fb6727e4897d5ef.png,5
oregon_wildlife/red_fox/916423bbb1eeec95cc.jpg,7
oregon_wildlife/raven/d03791850ed56aa28b.jpg,6
oregon_wildlife/sea_lions/68217223260a470a5d.jpg,8
oregon_wildlife/cougar/fa82a83430e860a232.jpg,2
oregon_wildlife/sea_lions/56b38197a9515cf6eb.jpeg,8
oregon_wildlife/virginia_opossum/d3b577be3a18379f59.jpg,9
oregon_wildlife/sea_lions/a7f8d8c0231b8e20af.jpg,8
oregon_wildlife/red_fox/cf220e9a4f2363696e.jpg,7
oregon_wildlife/black_bear/a8791e72c1d56a71d3.jpg,1
oregon_wildlife/deer/7b0a9ab8d308aea24a.jpg,3
oregon_wildlife/virginia_opossum/ed902f8ad9cf13796f.jpg,9
oregon_wildlife/bald_eagle/d1bef129e8c9c44f3b.jpg,0
oregon_wildlife/virginia_opossum/570fa6c4c1c4c3e71e.jpg,9
oregon_wildlife/raccoon/841e3343772ebdf466.jpg,5
oregon_wildlife/black_bear/c00e46b3d6e025319c.jpg,1
oregon_wildlife/raccoon/664876adcb93f05a9f.jpg,5
oregon_wildlife/black_bear/b95b5d75316b2c8258.jpg,1
